id_cliente,fecha_compra,monto_compra,id_metodo_pago,id_canal,tiempo
504392,2021-08-18,46.13,1,0,745
504393,2021-09-13,25.068,2,0,814
504394,2021-02-05,24.912,1,0,633
504395,2021-04-25,22.379,0,1,739
504396,2021-10-08,47.15,1,0,767
504397,2021-10-31,27.586,2,0,770
504398,2021-06-08,77.678,2,1,982
504399,2021-10-21,46.04,2,2,504
504400,2021-11-04,39.422,1,4,1076
504401,2021-05-22,70.68,2,0,774
504402,2021-11-24,22.527,2,2,844
504403,2021-04-16,43.711,2,0,803
504404,2021-03-29,14.177,1,0,469
504405,2021-09-07,32.205,1,1,570
504406,2021-08-21,19.35,2,0,686
504407,2021-02-21,49.074,0,2,919
504408,2021-10-31,58.634,1,0,531
504409,2021-03-14,31.905,1,0,626
504410,2021-10-21,92.996,2,0,810
504411,2021-01-03,23.933,1,0,865
504412,2021-10-18,23.731,0,0,860
504413,2021-10-15,28.267,1,0,603
504414,2021-10-12,42.813,0,0,492
504415,2021-08-31,52.509,0,2,837
504416,2021-06-22,59.243,0,0,1038
504417,2021-09-15,30.648,1,1,698
504418,2021-04-12,60.955,1,1,554
504419,2021-10-12,26.323,1,0,703
504420,2021-07-22,133.484,1,0,851
504421,2021-06-17,57.89,1,1,718
504422,2021-07-04,13.852,0,2,993
504423,2021-07-27,28.111,0,0,946
504424,2021-01-14,24.409,1,2,773
504425,2021-02-21,90.835,1,0,428
504426,2021-03-31,27.27,1,0,655
504427,2021-02-11,14.96,1,0,681
504428,2021-06-10,55.324,1,0,646
504429,2021-09-01,9.602,1,0,814
504430,2021-08-27,33.743,2,0,818
504431,2021-06-21,59.331,1,0,479
504432,2021-11-09,30.123,1,1,905
504433,2021-07-26,66.759,1,0,783
504434,2021-01-29,42.401,2,2,804
504435,2021-10-07,23.322,2,3,854
504436,2021-07-29,39.992,1,0,642
504437,2021-08-20,79.535,2,0,1007
504438,2021-07-26,47.153,1,0,754
504439,2021-07-22,43.307,0,3,992
504440,2021-02-03,43.427,2,0,619
504441,2021-07-24,25.456,1,0,1039
504442,2021-10-18,16.679,1,4,547
504443,2021-04-21,41.921,2,0,1239
504444,2021-08-09,78.995,1,0,609
504445,2021-01-12,44.707,1,3,910
504446,2021-05-07,18.667,1,3,655
504447,2021-06-09,43.94,2,0,909
504448,2021-12-25,55.526,1,0,773
504449,2021-03-20,60.335,0,0,584
504450,2021-04-11,46.62,2,0,277
504451,2021-05-30,40.28,1,0,1231
504452,2021-12-29,27.289,1,0,793
504453,2021-11-08,31.488,2,1,230
504454,2021-01-13,54.231,1,2,794
504455,2021-03-27,23.419,0,3,844
504456,2021-10-27,27.373,1,2,611
504457,2021-01-22,50.188,2,0,652
504458,2021-11-09,48.208,2,0,776
504459,2021-04-13,68.214,1,0,996
504460,2021-12-01,53.156,2,0,798
504461,2021-04-18,27.528,2,0,1043
504462,2021-06-08,69.423,1,2,944
504463,2021-08-30,40.508,2,0,739
504464,2021-02-16,48.524,2,0,497
504465,2021-07-23,28.651,1,0,739
504466,2021-07-04,44.525,1,4,805
504467,2021-10-14,28.543,2,1,771
504468,2021-12-30,15.819,2,0,894
504469,2021-08-31,80.217,1,0,935
504470,2021-05-30,26.272,1,3,816
504471,2021-05-29,27.555,0,0,730
504472,2021-06-02,30.899,0,1,854
504473,2021-10-25,82.028,0,1,1162
504474,2021-04-28,46.39,2,1,492
504475,2021-03-02,48.669,1,0,868
504476,2021-05-03,54.855,1,3,1050
504477,2021-01-09,47.452,0,0,569
504478,2021-02-08,39.269,1,0,960
504479,2021-02-02,38.695,0,0,984
504480,2021-10-09,69.767,1,0,514
504481,2021-09-21,20.608,2,0,908
504482,2021-09-12,23.404,2,2,691
504483,2021-06-18,52.896,0,2,729
504484,2021-09-19,41.238,1,0,722
504485,2021-02-28,30.59,1,2,976
504486,2021-11-25,124.213,1,4,690
504487,2021-07-02,20.827,1,0,697
504488,2021-12-09,35.155,1,1,680
504489,2021-02-25,40.267,1,4,649
504490,2021-07-01,28.941,1,2,546
504491,2021-09-12,26.251,1,0,695
504492,2021-06-30,29.93,0,3,741
504493,2021-06-12,73.871,0,1,833
504494,2021-03-02,28.312,2,0,997
504495,2021-05-20,42.199,1,0,823
504496,2021-03-29,26.92,1,0,695
504497,2021-04-21,48.707,1,0,598
504498,2021-09-07,54.531,2,0,833
504499,2021-08-19,32.433,1,0,759
504500,2021-08-10,47.159,1,2,725
504501,2021-05-13,33.978,1,1,807
504502,2021-12-17,41.997,1,0,873
504503,2021-02-01,49.602,1,0,829
504504,2021-05-06,38.357,1,0,749
504505,2021-02-13,37.025,1,0,636
504506,2021-05-04,18.404,0,1,650
504507,2021-12-18,20.077,0,0,933
504508,2021-05-14,15.593,0,3,644
504509,2021-11-28,21.055,0,0,538
504510,2021-06-30,48.542,2,0,989
504511,2021-09-13,29.262,1,2,570
504512,2021-06-16,26.125,1,0,786
504513,2021-04-08,78.769,1,0,868
504514,2021-10-06,60.126,1,0,781
504515,2021-12-20,17.98,2,1,314
504516,2021-04-07,28.313,1,0,850
504517,2021-10-12,26.225,1,2,979
504518,2021-04-06,36.716,2,1,902
504519,2021-09-19,18.986,1,3,338
504520,2021-10-15,25.745,2,1,1143
504521,2021-06-14,39.322,0,2,501
504522,2021-09-26,38.021,2,1,566
504523,2021-04-10,19.41,0,0,921
504524,2021-01-29,35.501,1,1,842
504525,2021-02-05,37.841,1,1,774
504526,2021-06-13,38.55,2,0,678
504527,2021-11-26,22.377,1,1,1000
504528,2021-02-16,54.422,1,0,773
504529,2021-06-16,27.982,1,0,498
504530,2021-09-14,24.954,1,0,1002
504531,2021-03-15,34.316,1,0,819
504532,2021-09-21,53.944,2,0,981
504533,2021-04-22,51.676,2,0,883
504534,2021-10-23,64.336,0,0,1210
504535,2021-07-31,26.3,2,0,724
504536,2021-07-19,17.742,1,1,763
504537,2021-03-06,28.692,1,0,910
504538,2021-06-19,10.592,2,4,655
504539,2021-11-09,28.125,1,2,884
504540,2021-01-08,31.007,1,0,249
504541,2021-10-04,28.031,1,0,767
504542,2021-06-29,49.564,2,0,761
504543,2021-09-20,32.933,1,0,755
504544,2021-08-31,40.668,1,0,622
504545,2021-06-07,40.513,1,1,923
504546,2021-04-23,18.145,1,1,669
504547,2021-08-17,51.774,0,0,816
504548,2021-02-21,28.002,1,1,753
504549,2021-08-02,38.558,1,0,870
504550,2021-02-04,51.442,0,2,998
504551,2021-08-26,26.853,1,3,755
504552,2021-08-18,26.415,1,0,931
504553,2021-01-31,40.941,1,2,766
504554,2021-10-04,27.265,1,2,649
504555,2021-06-01,78.166,1,0,755
504556,2021-10-15,41.761,0,0,729
504557,2021-01-16,20.94,1,2,842
504558,2021-03-07,105.559,2,0,799
504559,2021-06-30,39.995,1,0,637
504560,2021-03-10,35.107,1,1,720
504561,2021-05-01,80.598,1,0,505
504562,2021-08-30,48.034,1,0,747
504563,2021-02-22,32.05,1,4,710
504564,2021-09-05,20.377,0,0,1106
504565,2021-02-07,12.483,1,0,1023
504566,2021-03-05,61.828,2,1,574
504567,2021-08-03,38.044,1,0,816
504568,2021-10-17,37.004,0,1,799
504569,2021-03-04,38.38,0,1,719
504570,2021-04-20,40.177,2,0,750
504571,2021-12-04,53.434,2,0,716
504572,2021-12-28,24.642,1,3,1057
504573,2021-08-01,45.751,1,3,645
504574,2021-06-13,50.065,2,0,841
504575,2021-05-07,32.521,1,0,325
504576,2021-08-12,12.857,1,0,928
504577,2021-08-04,24.729,1,3,933
504578,2021-04-18,19.079,2,2,551
504579,2021-01-09,59.662,1,0,688
504580,2021-02-25,22.679,1,3,801
504581,2021-12-16,22.348,1,0,784
504582,2021-06-02,26.144,1,0,864
504583,2021-06-26,49.386,1,1,708
504584,2021-06-20,51.984,1,0,1115
504585,2021-10-13,25.595,1,1,639
504586,2021-01-24,29.432,1,0,1264
504587,2021-01-31,32.637,1,2,964
504588,2021-04-11,62.795,1,3,870
504589,2021-06-27,13.901,1,0,593
504590,2021-09-02,18.474,2,0,944
504591,2021-06-29,106.603,0,1,869
504592,2021-06-11,61.246,1,0,398
504593,2021-12-09,17.54,1,2,487
504594,2021-02-28,139.061,1,1,824
504595,2021-07-28,44.31,1,0,756
504596,2021-07-17,34.287,1,2,647
504597,2021-06-22,80.537,2,0,974
504598,2021-10-22,24.326,2,0,621
504599,2021-04-08,28.974,1,0,698
504600,2021-12-15,33.728,1,2,624
504601,2021-05-02,51.042,2,3,812
504602,2021-07-18,50.291,1,0,470
504603,2021-07-10,42.279,1,0,690
504604,2021-11-07,29.286,1,0,470
504605,2021-06-10,43.098,0,1,704
504606,2021-04-14,39.503,1,0,910
504607,2021-01-08,33.097,0,0,913
504608,2021-05-13,31.065,1,0,649
504609,2021-10-29,26.321,2,0,876
504610,2021-01-04,18.474,1,1,727
504611,2021-11-24,68.418,2,0,1025
504612,2021-07-18,49.049,2,0,757
504613,2021-02-21,55.061,1,0,245
504614,2021-04-21,21.402,0,0,941
504615,2021-07-22,28.788,1,0,697
504616,2021-04-26,34.929,1,0,731
504617,2021-02-09,42.339,1,0,840
504618,2021-09-01,25.5,1,0,524
504619,2021-09-03,78.667,2,0,793
504620,2021-02-13,53.046,2,1,856
504621,2021-04-13,37.973,2,0,846
504622,2021-03-31,45.527,1,0,672
504623,2021-08-29,30.706,2,1,939
504624,2021-09-24,25.757,2,0,600
504625,2021-09-23,13.512,2,0,667
504626,2021-12-09,50.88,1,2,716
504627,2021-10-08,37.012,1,0,833
504628,2021-04-28,57.828,1,3,662
504629,2021-02-09,54.005,1,0,1001
504630,2021-08-13,34.525,0,3,773
504631,2021-12-01,35.722,1,2,754
504632,2021-12-22,29.284,2,0,827
504633,2021-03-26,20.443,1,0,912
504634,2021-03-28,23.554,1,1,803
504635,2021-01-14,22.04,1,0,454
504636,2021-02-21,30.469,1,0,976
504637,2021-07-22,48.291,1,3,742
504638,2021-07-19,50.039,0,1,883
504639,2021-05-16,17.143,1,3,647
504640,2021-04-24,50.445,1,2,411
504641,2021-10-30,36.558,0,2,330
504642,2021-06-17,48.929,0,1,590
504643,2021-10-23,45.001,1,1,853
504644,2021-12-18,15.183,1,3,954
504645,2021-04-26,39.03,1,1,814
504646,2021-03-15,69.899,1,0,591
504647,2021-12-14,20.928,2,1,619
504648,2021-08-20,25.888,1,0,1025
504649,2021-04-17,13.87,1,3,484
504650,2021-08-15,34.797,1,1,1138
504651,2021-07-07,18.409,2,1,1098
504652,2021-11-27,23.275,0,0,1164
504653,2021-04-04,39.105,0,0,849
504654,2021-12-28,50.523,1,0,719
504655,2021-12-08,14.911,1,1,824
504656,2021-03-07,26.98,2,1,924
504657,2021-03-02,35.899,1,0,663
504658,2021-07-14,34.003,1,0,582
504659,2021-01-17,50.153,1,0,729
504660,2021-04-20,55.322,2,0,641
504661,2021-06-08,48.543,1,2,963
504662,2021-12-20,37.87,2,3,609
504663,2021-12-29,31.445,0,2,757
504664,2021-02-25,27.83,1,0,957
504665,2021-11-22,47.3,1,0,1010
504666,2021-02-03,27.36,1,3,758
504667,2021-10-01,24.03,1,4,779
504668,2021-11-05,41.62,2,0,597
504669,2021-11-22,51.477,0,1,944
504670,2021-03-23,35.025,0,0,1007
504671,2021-11-23,47.97,1,0,443
504672,2021-02-12,31.028,2,4,1027
504673,2021-07-09,31.75,1,3,594
504674,2021-06-21,46.301,1,4,817
504675,2021-04-26,24.51,1,0,794
504676,2021-01-09,48.354,1,0,769
504677,2021-10-09,30.451,0,3,683
504678,2021-05-03,32.96,1,1,581
504679,2021-08-30,37.509,2,0,874
504680,2021-05-30,52.402,2,0,729
504681,2021-05-17,12.971,1,0,544
504682,2021-11-20,23.515,1,1,574
504683,2021-02-04,54.441,1,2,507
504684,2021-09-26,47.31,2,0,686
504685,2021-09-30,34.273,1,0,867
504686,2021-05-19,34.284,1,0,652
504687,2021-04-06,48.104,2,1,936
504688,2021-01-02,83.871,2,0,759
504689,2021-12-08,33.155,1,0,728
504690,2021-12-12,63.365,2,1,763
504691,2021-03-29,45.19,2,0,1031
504692,2021-01-12,23.558,1,1,513
504693,2021-02-14,27.974,1,1,1058
504694,2021-01-25,60.316,1,0,953
504695,2021-10-31,64.097,0,1,756
504696,2021-11-22,34.921,1,1,973
504697,2021-02-25,60.331,1,1,702
504698,2021-09-30,43.127,2,1,811
504699,2021-03-07,34.982,1,0,683
504700,2021-05-15,41.99,1,0,954
504701,2021-08-07,18.688,2,0,653
504702,2021-09-20,31.91,0,0,771
504703,2021-11-16,32.141,1,0,902
504704,2021-01-17,56.589,1,0,969
504705,2021-03-13,46.963,1,1,612
504706,2021-04-13,31.461,2,0,916
504707,2021-04-24,55.48,1,3,543
504708,2021-12-31,17.178,0,1,373
504709,2021-10-11,22.789,1,0,645
504710,2021-04-27,63.052,1,1,910
504711,2021-12-21,46.718,2,0,778
504712,2021-07-02,18.91,1,3,624
504713,2021-07-02,37.451,0,3,730
504714,2021-06-08,19.977,1,2,744
504715,2021-02-22,29.471,1,1,872
504716,2021-12-08,46.965,2,3,430
504717,2021-01-06,35.159,0,1,742
504718,2021-03-05,33.9,1,3,742
504719,2021-03-25,27.969,1,0,534
504720,2021-04-12,57.059,1,3,472
504721,2021-02-18,44.641,2,1,694
504722,2021-01-07,24.363,0,0,782
504723,2021-09-05,36.981,1,4,712
504724,2021-12-20,36.594,2,1,660
504725,2021-02-14,27.327,1,3,612
504726,2021-04-19,37.349,1,0,709
504727,2021-07-04,75.76,1,1,814
504728,2021-12-05,24.891,1,1,984
504729,2021-09-11,52.929,2,0,380
504730,2021-10-07,50.4,1,2,852
504731,2021-08-01,42.245,2,1,740
504732,2021-06-02,54.361,1,0,875
504733,2021-03-14,35.654,2,1,973
504734,2021-11-12,44.973,1,0,644
504735,2021-10-21,34.437,0,2,910
504736,2021-01-10,19.831,1,2,514
504737,2021-09-19,25.748,1,0,803
504738,2021-01-31,57.95,0,0,736
504739,2021-09-27,27.043,1,0,788
504740,2021-10-29,31.15,1,0,602
504741,2021-02-17,49.346,1,3,799
504742,2021-06-08,33.115,2,0,1066
504743,2021-02-15,48.19,0,0,605
504744,2021-07-27,33.358,1,0,814
504745,2021-12-05,22.459,1,1,914
504746,2021-01-30,62.969,1,2,687
504747,2021-05-26,22.954,1,0,1025
504748,2021-12-22,76.16,0,0,703
504749,2021-04-20,46.652,1,0,759
504750,2021-02-18,27.674,1,0,601
504751,2021-06-28,45.735,1,0,803
504752,2021-07-05,27.075,0,2,741
504753,2021-08-30,24.813,0,0,894
504754,2021-04-25,38.498,1,0,665
504755,2021-12-15,50.667,0,1,637
504756,2021-07-10,40.022,1,2,823
504757,2021-04-15,25.125,1,0,1031
504758,2021-12-17,22.943,1,0,893
504759,2021-12-04,31.687,0,2,1073
504760,2021-07-02,21.384,1,0,880
504761,2021-01-10,33.793,1,2,833
504762,2021-08-06,37.335,1,2,862
504763,2021-07-22,48.177,1,3,988
504764,2021-02-24,56.081,1,0,1003
504765,2021-08-20,54.46,2,0,585
504766,2021-11-03,37.783,2,3,864
504767,2021-02-08,29.211,1,0,828
504768,2021-09-22,40.516,1,0,745
504769,2021-02-21,43.193,2,1,441
504770,2021-10-01,41.515,1,0,503
504771,2021-06-02,84.321,1,1,694
504772,2021-01-03,43.497,1,3,456
504773,2021-12-19,67.83,0,1,698
504774,2021-03-02,26.162,1,0,909
504775,2021-08-06,21.905,1,3,615
504776,2021-03-08,25.198,0,1,775
504777,2021-12-07,40.269,0,0,587
504778,2021-09-27,31.802,0,1,814
504779,2021-10-21,39.995,1,0,871
504780,2021-06-07,73.628,1,0,524
504781,2021-06-20,35.317,1,1,625
504782,2021-08-20,51.675,1,0,552
504783,2021-10-14,37.315,1,0,872
504784,2021-11-06,58.101,1,1,790
504785,2021-01-07,48.023,1,0,771
504786,2021-08-31,35.246,2,0,757
504787,2021-02-09,62.943,1,0,838
504788,2021-04-16,46.985,2,1,822
504789,2021-10-30,50.078,2,3,631
504790,2021-04-02,36.78,2,0,666
504791,2021-10-18,46.262,1,2,729
504792,2021-06-18,31.599,1,0,746
504793,2021-03-26,22.146,1,0,1151
504794,2021-05-02,28.477,0,0,711
504795,2021-07-13,46.104,1,0,832
504796,2021-10-07,44.51,0,0,864
504797,2021-08-10,25.186,1,2,992
504798,2021-12-07,60.528,1,2,594
504799,2021-11-13,22.383,0,4,951
504800,2021-10-02,36.564,1,3,693
504801,2021-08-09,27.603,1,0,1230
504802,2021-04-16,38.211,1,0,845
504803,2021-05-31,19.93,1,0,559
504804,2021-02-13,16.532,2,0,745
504805,2021-05-17,26.079,0,2,981
504806,2021-12-05,45.136,0,0,795
504807,2021-06-05,35.435,0,0,769
504808,2021-02-11,19.595,1,0,909
504809,2021-08-26,52.479,1,3,658
504810,2021-12-18,38.661,1,0,742
504811,2021-11-13,50.113,0,1,590
504812,2021-04-11,30.059,2,0,1091
504813,2021-06-15,15.622,0,0,560
504814,2021-07-13,68.356,1,0,811
504815,2021-04-01,31.756,2,2,826
504816,2021-04-09,53.515,1,2,738
504817,2021-03-28,29.442,1,0,554
504818,2021-12-30,42.051,1,0,600
504819,2021-09-30,15.99,0,0,874
504820,2021-11-03,27.678,0,0,640
504821,2021-10-26,70.237,2,0,407
504822,2021-12-17,53.396,1,0,850
504823,2021-02-08,62.656,1,1,603
504824,2021-11-18,42.694,1,2,854
504825,2021-01-25,37.974,1,1,724
504826,2021-06-23,52.117,1,1,715
504827,2021-08-05,54.412,2,4,719
504828,2021-05-11,38.894,0,3,515
504829,2021-02-23,43.219,2,0,631
504830,2021-03-12,63.506,1,0,733
504831,2021-10-29,21.957,2,0,574
504832,2021-04-27,28.173,0,3,848
504833,2021-04-24,18.685,1,0,725
504834,2021-12-04,26.348,1,0,519
504835,2021-02-22,38.471,1,0,679
504836,2021-12-01,57.181,0,1,778
504837,2021-12-03,81.169,1,1,680
504838,2021-08-07,32.61,1,2,812
504839,2021-03-02,33.659,0,1,863
504840,2021-02-26,38.352,1,2,1172
504841,2021-04-14,39.027,1,0,987
504842,2021-07-30,77.184,0,2,445
504843,2021-02-26,35.836,1,1,695
504844,2021-06-16,21.391,2,0,732
504845,2021-02-12,48.989,1,4,814
504846,2021-07-17,42.075,1,3,552
504847,2021-01-08,37.878,1,2,644
504848,2021-09-16,30.101,0,3,496
504849,2021-01-21,91.544,1,0,672
504850,2021-03-13,31.92,1,0,678
504851,2021-03-05,17.541,2,0,724
504852,2021-10-31,25.92,1,3,506
504853,2021-01-20,27.511,0,2,917
504854,2021-06-06,19.8,1,4,795
504855,2021-08-04,32.451,2,2,479
504856,2021-07-08,75.996,2,1,765
504857,2021-09-06,19.758,1,0,498
504858,2021-10-21,19.324,1,0,1022
504859,2021-05-24,48.954,1,0,1071
504860,2021-10-30,31.337,2,2,730
504861,2021-04-27,29.477,1,0,627
504862,2021-12-26,55.196,1,3,600
504863,2021-07-04,33.18,2,1,678
504864,2021-09-26,17.302,1,0,761
504865,2021-11-16,49.115,1,3,967
504866,2021-10-17,34.738,1,1,932
504867,2021-11-07,33.911,1,1,935
504868,2021-07-15,14.558,1,0,811
504869,2021-01-16,22.312,1,0,572
504870,2021-06-29,32.961,2,0,641
504871,2021-03-08,21.678,1,0,791
504872,2021-11-21,52.727,1,2,524
504873,2021-03-28,31.333,1,3,775
504874,2021-03-25,35.095,1,3,865
504875,2021-04-02,51.552,2,0,878
504876,2021-08-23,26.92,1,4,801
504877,2021-07-28,42.882,1,0,444
504878,2021-12-13,35.012,1,0,1020
504879,2021-06-01,49.483,2,1,478
504880,2021-04-14,42.586,1,3,693
504881,2021-01-18,45.012,1,3,831
504882,2021-01-03,28.093,1,2,805
504883,2021-05-17,32.11,2,0,550
504884,2021-12-04,33.612,1,0,582
504885,2021-07-11,46.279,2,0,832
504886,2021-11-23,43.656,1,1,852
504887,2021-02-07,49.705,1,0,581
504888,2021-02-04,23.983,0,0,851
504889,2021-11-01,19.0,0,0,507
504890,2021-02-08,27.354,1,1,872
504891,2021-01-19,31.855,2,1,601
504892,2021-05-28,26.106,1,0,794
504893,2021-12-04,31.867,1,0,764
504894,2021-09-09,20.707,0,1,969
504895,2021-02-06,27.801,2,1,804
504896,2021-11-02,22.663,1,0,672
504897,2021-11-04,20.7,1,0,845
504898,2021-10-20,20.108,2,3,1106
504899,2021-11-26,22.734,0,2,873
504900,2021-03-29,44.14,1,0,769
504901,2021-12-24,32.381,2,1,610
504902,2021-04-28,38.657,0,1,649
504903,2021-10-20,31.917,1,0,902
504904,2021-07-31,50.987,2,0,621
504905,2021-10-12,42.543,0,3,720
504906,2021-08-18,44.438,1,0,1039
504907,2021-08-23,33.157,1,0,807
504908,2021-08-13,37.885,0,2,546
504909,2021-10-12,23.6,0,0,1172
504910,2021-09-27,26.025,2,1,1077
504911,2021-02-19,48.721,1,0,870
504912,2021-10-29,25.926,2,0,1010
504913,2021-07-15,31.199,2,0,732
504914,2021-04-28,43.492,0,4,840
504915,2021-07-07,39.681,1,1,684
504916,2021-12-19,35.393,1,2,496
504917,2021-11-10,32.245,1,0,1247
504918,2021-11-01,46.839,1,2,487
504919,2021-06-18,25.93,1,0,834
504920,2021-10-14,41.109,2,1,811
504921,2021-05-21,36.22,2,0,873
504922,2021-09-08,52.553,1,1,744
504923,2021-08-22,46.236,1,0,766
504924,2021-04-02,37.787,0,0,805
504925,2021-04-08,63.552,1,2,826
504926,2021-01-23,48.45,1,0,780
504927,2021-02-21,29.112,0,0,768
504928,2021-06-08,44.144,0,3,482
504929,2021-06-24,37.234,2,0,1142
504930,2021-03-02,64.901,1,1,856
504931,2021-06-02,21.136,1,2,778
504932,2021-08-09,57.683,0,1,648
504933,2021-03-26,17.35,1,0,599
504934,2021-05-04,43.473,1,1,915
504935,2021-05-15,42.488,2,0,751
504936,2021-07-04,31.923,1,0,892
504937,2021-05-14,45.846,0,2,497
504938,2021-09-26,18.89,1,3,998
504939,2021-04-30,24.442,1,0,942
504940,2021-06-08,25.381,1,0,765
504941,2021-05-19,26.493,2,1,844
504942,2021-03-08,55.655,1,0,913
504943,2021-09-08,59.47,1,2,499
504944,2021-03-27,38.035,2,0,1082
504945,2021-04-19,37.957,2,0,867
504946,2021-10-17,84.149,1,1,633
504947,2021-12-13,34.919,2,4,513
504948,2021-09-02,30.113,1,0,958
504949,2021-12-01,51.64,2,2,778
504950,2021-11-08,31.741,1,0,867
504951,2021-06-25,23.307,2,0,785
504952,2021-10-09,50.825,2,0,600
504953,2021-04-30,66.317,1,0,872
504954,2021-06-18,29.433,2,1,724
504955,2021-07-15,34.453,1,0,776
504956,2021-12-17,52.132,2,0,1208
504957,2021-11-06,28.045,1,0,936
504958,2021-06-28,52.258,2,2,907
504959,2021-08-27,66.215,1,3,1210
504960,2021-03-15,20.08,1,0,849
504961,2021-10-21,19.095,2,0,802
504962,2021-07-21,16.086,2,4,588
504963,2021-07-14,27.712,1,0,699
504964,2021-10-07,23.105,1,2,372
504965,2021-08-20,58.158,1,1,902
504966,2021-01-27,22.007,1,3,492
504967,2021-04-16,30.029,2,0,942
504968,2021-03-06,41.147,1,0,772
504969,2021-09-26,24.13,2,0,803
504970,2021-01-13,35.115,1,0,772
504971,2021-03-15,46.79,1,0,1029
504972,2021-08-07,141.022,2,4,928
504973,2021-09-11,39.413,1,0,775
504974,2021-07-03,17.178,1,0,618
504975,2021-11-11,47.738,1,0,946
504976,2021-12-02,41.379,1,0,605
504977,2021-02-18,43.82,1,0,500
504978,2021-12-14,31.802,1,0,870
504979,2021-08-13,50.926,2,2,959
504980,2021-08-21,30.78,1,2,667
504981,2021-02-04,41.36,1,0,853
504982,2021-08-15,37.58,2,2,665
504983,2021-09-22,41.174,2,0,910
504984,2021-07-31,30.203,1,0,977
504985,2021-01-31,53.303,2,3,673
504986,2021-07-10,63.084,1,3,535
504987,2021-12-08,83.523,1,0,518
504988,2021-09-22,40.319,1,0,947
504989,2021-02-20,36.849,1,0,575
504990,2021-12-17,39.873,1,0,847
504991,2021-12-16,29.921,1,1,900
504992,2021-03-03,52.165,1,0,690
504993,2021-10-20,28.641,1,3,690
504994,2021-05-29,48.056,2,1,940
504995,2021-08-05,19.82,1,0,635
504996,2021-06-12,45.665,0,2,576
504997,2021-10-13,60.576,1,1,718
504998,2021-12-30,26.214,1,0,1010
504999,2021-10-18,28.924,0,0,1070
505000,2021-12-06,28.833,1,2,722
